ID,Name,lodRange,lod0ClusterType,lod1ClusterType,lod2ClusterType,pad0,distributionType,baseDensity,model0Name,flatTextureName,billboardTextureName,normalInfluence,inclinationMax,inclinationJitter,scaleBaseMin,scaleBaseMax,scaleHeightMin,scaleHeightMax,colorShade1_r,colorShade1_g,colorShade1_b,colorShade2_r,colorShade2_g,colorShade2_b,flatSplitType,flatBladeCount,flatSlant,flatRadius,castShadow,windAmplitude,pad1,windCycle,orientationAngle,orientationRange,spacing,dithering,pad,simpleModelName,model1Name,
7,,110,1,5,5,[0|0],0,1.25,AEG001_061,AET005_004_a,AET005_004_a,90,30,0,90,110,38,96,180,180,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_061,AEG001_062
8,,111,1,5,5,[0|0],0,1,AEG001_063,AET005_004_a,AET005_004_a,90,30,0,60,110,14,84,180,180,100,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_065,AEG001_064
42,,109,1,5,5,[0|0],0,1.25,AEG009_030,AET005_004_a,AET005_004_a,90,30,0,100,130,35,104,255,180,180,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG009_031,AEG009_031
43,,111,1,5,5,[0|0],0,0.75,AEG009_032,AET005_004_a,AET005_004_a,90,30,0,60,110,14,84,220,250,200,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG009_031,AEG009_031
44,,110,1,5,0,[0|0],0,1,AEG001_296,AET005_004_a,AET005_004_a,90,30,0,85,110,46,88,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_325,AEG001_297
45,,110,1,5,0,[0|0],0,1.25,AEG001_327,AET005_004_a,AET005_004_a,90,30,0,60,110,52,96,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_284,AEG001_328
98,,110,1,5,0,[0|0],0,1,AEG001_366,AET005_004_a,AET005_004_a,90,30,0,85,110,52,88,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_364,AEG001_367
118,,2,1,0,0,[0|0],0,0.7,AEG098_023,AET005_031_a,AET005_031_a,100,60,0,65,100,66,64,255,255,255,255,255,255,0,1,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],,
130,,0,1,2,0,[0|0],0,0.5,AEG098_029,AET005_031_a,AET005_031_a,94,30,0,65,100,46,80,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],,
138,,0,1,2,0,[0|0],0,0.5,AEG098_037,AET005_031_a,AET005_031_a,100,45,0,65,100,66,64,255,255,255,255,255,255,0,1,0,0,0,80,0,40,0,0,0,0,[0|0|0],,
139,,0,1,2,2,[0|0],0,0.5,AEG098_038,AET240_800_a,AET240_800_a,90,45,5,95,105,66,84,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],,
140,,0,1,2,2,[0|0],0,0.5,AEG098_039,AET240_800_a,AET240_800_a,90,45,5,95,105,66,84,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],,
185,,10,1,5,5,[0|0],0,0.5,AEG098_080,AET005_031_a,AET005_031_a,100,30,0,65,100,46,80,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],,
187,,10,1,0,0,[0|0],0,0.5,AEG098_079,AET005_031_a,AET005_031_a,100,30,0,65,100,46,80,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],,
195,,0,1,2,2,[0|0],0,0.5,AEG098_180,AET240_118_a,AET240_118_a,90,45,5,95,105,66,84,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],,
196,,0,1,2,2,[0|0],0,0.5,AEG098_181,AET240_118_a,AET240_118_a,90,45,5,95,105,66,84,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],,
197,,0,1,2,2,[0|0],0,0.5,AEG098_084,AET240_118_a,AET240_118_a,90,45,5,95,105,66,80,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG098_084,AEG098_084
206,,10,1,5,0,[0|0],0,0.075,AEG001_334,AET005_004_a,AET005_004_a,90,10,0,100,100,35,80,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_334,AEG001_534
208,,10,1,5,0,[0|0],0,0.35,AEG001_336,AET005_004_a,AET005_004_a,90,10,0,100,100,35,80,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_254,AEG001_536
209,,10,1,5,0,[0|0],0,0.075,AEG001_337,AET005_004_a,AET005_004_a,90,10,0,100,100,35,80,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_337,AEG001_537
210,,10,1,5,0,[0|0],0,0.025,AEG001_338,AET005_004_a,AET005_004_a,0,0,0,100,100,70,80,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_338,AEG001_538
211,,105,1,5,0,[0|0],0,0.075,AEG001_339,AET005_004_a,AET005_004_a,90,10,0,100,100,63,80,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_339,AEG001_539
213,,10,1,5,0,[0|0],0,0.05,AEG001_341,AET005_004_a,AET005_004_a,90,10,0,100,100,42,80,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_341,AEG001_541
227,,10,1,5,0,[0|0],0,1,AEG040_004,AET005_004_a,AET005_004_a,90,30,0,85,110,35,64,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_325,AEG040_005
263,,14,1,5,0,[0|0],0,0.35,AEG098_163,AET005_004_a,AET005_004_a,90,30,0,85,110,52,120,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG098_163,AEG098_163
280,,0,1,2,0,[0|0],0,0.5,AEG098_182,AET005_031_a,AET005_031_a,100,45,0,65,100,66,64,255,255,255,255,255,255,0,1,0,0,0,80,0,40,0,0,0,0,[0|0|0],,
