ID,Name,baseWepId,gemId,reinforceLv,pad,
10,,2000000,10,6,[0|0|0|0|0|0|0]
20,,100000,80,6,[0|0|0|0|0|0|0]
21,,100000,80,6,[0|0|0|0|0|0|0]
22,,100500,85,6,[0|0|0|0|0|0|0]
23,,100500,85,6,[0|0|0|0|0|0|0]
80,,2000000,80,0,[0|0|0|0|0|0|0]
81,,2000100,81,0,[0|0|0|0|0|0|0]
82,,2000200,82,0,[0|0|0|0|0|0|0]
83,,2000300,83,0,[0|0|0|0|0|0|0]
84,,2000400,84,0,[0|0|0|0|0|0|0]
85,,2000500,85,0,[0|0|0|0|0|0|0]
86,,2000600,86,0,[0|0|0|0|0|0|0]
87,,2000700,87,0,[0|0|0|0|0|0|0]
88,,2000800,88,0,[0|0|0|0|0|0|0]
89,,2000900,89,0,[0|0|0|0|0|0|0]
90,,2001000,90,0,[0|0|0|0|0|0|0]
100,,3000000,100,0,[0|0|0|0|0|0|0]
101,,2000000,101,0,[0|0|0|0|0|0|0]
102,,9000000,102,0,[0|0|0|0|0|0|0]
103,,2000000,103,0,[0|0|0|0|0|0|0]
104,,3000000,103,0,[0|0|0|0|0|0|0]
105,,17060000,105,0,[0|0|0|0|0|0|0]
106,,3000000,106,0,[0|0|0|0|0|0|0]
107,,4000000,107,0,[0|0|0|0|0|0|0]
108,,2000000,108,0,[0|0|0|0|0|0|0]
109,,2000000,109,0,[0|0|0|0|0|0|0]
110,,14000000,110,0,[0|0|0|0|0|0|0]
111,,18000000,111,0,[0|0|0|0|0|0|0]
112,,9000000,112,0,[0|0|0|0|0|0|0]
113,,23000000,113,0,[0|0|0|0|0|0|0]
114,,9000000,114,0,[0|0|0|0|0|0|0]
115,,2000000,115,0,[0|0|0|0|0|0|0]
116,,17060000,116,0,[0|0|0|0|0|0|0]
117,,24000000,117,0,[0|0|0|0|0|0|0]
118,,10000000,118,0,[0|0|0|0|0|0|0]
119,,2000000,119,0,[0|0|0|0|0|0|0]
120,,2000000,120,0,[0|0|0|0|0|0|0]
121,,2000000,121,0,[0|0|0|0|0|0|0]
122,,18030000,122,0,[0|0|0|0|0|0|0]
123,,18030000,123,0,[0|0|0|0|0|0|0]
124,,2000000,20000,0,[0|0|0|0|0|0|0]
125,,2000000,20100,0,[0|0|0|0|0|0|0]
126,,16000000,20200,0,[0|0|0|0|0|0|0]
127,,2000000,20300,0,[0|0|0|0|0|0|0]
128,,2000000,128,0,[0|0|0|0|0|0|0]
129,,21000000,129,0,[0|0|0|0|0|0|0]
130,,12060000,130,0,[0|0|0|0|0|0|0]
131,,12060000,131,0,[0|0|0|0|0|0|0]
132,,8000000,132,0,[0|0|0|0|0|0|0]
133,,2000000,133,0,[0|0|0|0|0|0|0]
134,,18050000,134,0,[0|0|0|0|0|0|0]
135,,12060000,135,0,[0|0|0|0|0|0|0]
136,,12060000,136,0,[0|0|0|0|0|0|0]
137,,2000000,137,0,[0|0|0|0|0|0|0]
138,,16000000,138,0,[0|0|0|0|0|0|0]
139,,9000000,139,0,[0|0|0|0|0|0|0]
140,,2000000,21800,0,[0|0|0|0|0|0|0]
141,,2000000,21900,0,[0|0|0|0|0|0|0]
142,,2000000,22000,0,[0|0|0|0|0|0|0]
143,,10000000,22100,0,[0|0|0|0|0|0|0]
144,,16000000,144,0,[0|0|0|0|0|0|0]
145,,16000000,22600,0,[0|0|0|0|0|0|0]
146,,31000000,146,0,[0|0|0|0|0|0|0]
147,,31000000,147,0,[0|0|0|0|0|0|0]
148,,31000000,148,0,[0|0|0|0|0|0|0]
149,,30000000,149,0,[0|0|0|0|0|0|0]
151,,31000000,151,0,[0|0|0|0|0|0|0]
152,,31000000,152,0,[0|0|0|0|0|0|0]
153,,31000000,153,0,[0|0|0|0|0|0|0]
154,,31000000,154,0,[0|0|0|0|0|0|0]
155,,42000000,155,0,[0|0|0|0|0|0|0]
156,,41000000,156,0,[0|0|0|0|0|0|0]
157,,41000000,157,0,[0|0|0|0|0|0|0]
158,,41000000,158,0,[0|0|0|0|0|0|0]
159,,41000000,159,0,[0|0|0|0|0|0|0]
160,,42000000,160,0,[0|0|0|0|0|0|0]
161,,41000000,161,0,[0|0|0|0|0|0|0]
163,,2000000,163,0,[0|0|0|0|0|0|0]
164,,2000000,164,0,[0|0|0|0|0|0|0]
