ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,matchAreaId,unknown_0x20,unknown_0x24,unknown_0x28,unknown_0x2c,unknown_0x30,unknown_0x34,unknown_0x38,unknown_0x3c,unknown_0x40,unknown_0x44,
0,,0,0,[0|0|0],0,0,0,0,0,0,0,-1,-1,0,0
670100,,0,0,[0|0|0],1200,5898329,1,2173244,102.023,11.965,-47.724,61002,10670100,60,0
670101,,0,0,[0|0|0],1000,5898329,1,2370108,-0.962,86.128,-53.669,61000,10670101,90,0
670102,,0,0,[0|0|0],1000,5898329,1,2435900,-0.551,65.601,-147.48,61000,10670102,100,0
670103,,0,0,[0|0|0],1000,5898329,1,2370364,-37.44,64.693,-26.427,61000,10670103,110,0
670104,,0,0,[0|0|0],1200,5898329,1,2173756,-58.643,83.343,65.292,61002,10670104,70,0
670105,,0,0,[0|0|0],1200,5898329,1,2042684,77.47,95.521,-22.385,61002,10670105,80,0
670106,,0,0,[0|0|0],1000,5898329,1,2370620,3.785,92.094,77.736,61000,10670106,130,0
670130,,0,0,[0|0|0],1000,5898329,1,10,23.005,-7.369,-14.436,61001,10670130,100,0
670131,,0,0,[0|0|0],1400,5898329,1,10,-223.605,82.985,289.646,10000,10670131,10,0
670132,,0,0,[0|0|0],1400,5898329,1,10,-243.35,71.548,236.705,10000,10670132,20,0
670133,,0,0,[0|0|0],1400,5898329,1,10,-257.847,98.422,135.239,10000,10670133,30,0
670134,,0,0,[0|0|0],1400,5898329,1,10,-200.349,30.455,-22.306,10000,10670134,40,0
670135,,0,0,[0|0|0],1400,5898329,1,10,-127.338,22.173,-2.543,10000,10670135,50,0
670160,,0,0,[0|0|0],1200,5898329,1,30,-60.756,51.215,64.305,61002,10670160,10,0
670161,,0,0,[0|0|0],1200,5898329,1,286,-59.576,28.41,-104.684,61002,10670161,20,0
670162,,0,0,[0|0|0],1000,5898329,1,542,49.773,99.99,47.841,61000,10670162,20,0
670163,,0,0,[0|0|0],1000,5898329,1,2846,-143.24,182.79,21.55,61001,10670163,20,0
670164,,0,0,[0|0|0],1000,5898329,1,1054,62.018,56.575,41.969,61000,10670164,30,0
670170,,0,0,[0|0|0],1200,5898329,1,543,-148.5,-5.61,15.58,61002,10670170,30,0
670171,,0,0,[0|0|0],1200,5898329,1,287,-159.78,-10.91,-53.38,61002,10670171,40,0
670172,,0,0,[0|0|0],1000,5898329,1,31,39.56,50.5,42.87,61000,10670172,40,0
670173,,0,0,[0|0|0],1000,5898329,1,799,-68.07,110.1,-1.57,61000,10670173,50,0
670174,,0,0,[0|0|0],1000,5898329,1,3871,38.69,-9.99,-14.04,61000,10670174,60,0
670175,,0,0,[0|0|0],1000,5898329,1,4383,38.4,91.06,101.93,61000,10670175,70,0
670180,,0,0,[0|0|0],1200,5898329,1,32,37.79,-8.12,-90.89,61002,10670180,50,0
670181,,0,0,[0|0|0],1000,5898329,1,288,103.95,33.11,22.48,61000,10670181,80,0
670200,,0,0,[0|0|0],2000,5898329,1,2826556,71.741,280.665,-21.331,62000,10670200,90,0
670201,,0,0,[0|0|0],2000,5898329,1,2957884,-63.591,237.351,-57.127,62000,10670201,100,0
670202,,0,0,[0|0|0],2000,5898329,1,2761276,75.27,270.481,-101.474,62000,10670202,110,0
670203,,0,0,[0|0|0],2000,5898329,1,3154492,3.285,266.743,104.245,62000,10670203,120,0
670204,,0,0,[0|0|0],2000,5898329,1,3285820,85.37,401.978,-26.802,62000,10670204,130,0
