ID,Name,regionType,category,padding1,dummyPoly1,dummyPoly2,radius,angle,depth,width,height,baseHeightOffset,angleCheckType,padding2,allowAngle,spotDummyPoly,textBoxType,padding3,padding5,isInvalidForRide,isGrayoutForRide,isInvalidForCrouching,isGrayoutForCrouching,padding4,textId,invalidFlag,grayoutFlag,overrideActionButtonIdForRide,execInvalidTime,padding6,
0,,0,0,[0|0],1,1,1,1,1,1,1,1,0,[0|0|0],1,-1,0,[0|0],0,0,0,0,0,0,-1,1,1,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1,,0,0,[0|0],-1,-1,0,180,0,0,0,0,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,-1,0,0,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1000,,0,0,[0|0],-1,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,50000200,0,0,-1,3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1010,,0,0,[0|0],-1,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,50000205,0,0,-1,3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1020,,0,8,[0|0],-1,-1,1,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,50000100,0,0,-1,3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1050,,0,5,[0|0],-1,-1,1.5,180,0,0,3,-2.25,0,[0|0|0],180,-1,0,[0|0],0,0,1,0,1,0,1850,201,0,-1,3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1100,,0,12,[0|0],-1,-1,0,180,0,0,0,0,0,[0|0|0],180,-1,0,[0|0],0,0,1,0,1,0,8100,6001,0,-1,3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2000,,0,7,[0|0],-1,-1,1,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,50000000,0,0,-1,3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2001,,0,7,[0|0],-1,-1,1,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,50000001,0,0,-1,3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2010,,0,6,[0|0],-1,-1,1,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,50000400,0,0,-1,3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3000,,0,10,[0|0],-1,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,50000210,0,0,-1,3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3010,,0,9,[0|0],-1,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,50000500,0,0,-1,3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3020,,0,10,[0|0],-1,-1,1,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,50000210,0,0,-1,3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4000,,0,3,[0|0],-1,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4100,,0,2,[0|0],-1,-1,1.5,180,0,0,2.4,-1,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2010,0,0,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4110,,0,2,[0|0],-1,-1,1.5,180,0,0,2.4,-1,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4200,,0,2,[0|0],-1,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2020,0,0,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4201,,0,2,[0|0],-1,-1,1.5,180,0,0,2.5,-1.75,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2020,0,0,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4202,,0,2,[0|0],90,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2020,0,0,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4250,,0,2,[0|0],-1,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4251,,0,2,[0|0],-1,-1,1.5,180,0,0,2,-1.25,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4252,,0,2,[0|0],-1,-1,2,180,0,0,2,-2.5,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4253,,0,2,[0|0],-1,-1,2,180,0,0,3.5,-2.5,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4260,,0,2,[0|0],90,-1,2,180,0,0,2.5,-1.75,0,[0|0|0],60,90,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4270,,0,2,[0|0],90,-1,2,180,0,0,3.5,-2.5,0,[0|0|0],60,90,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4280,,0,2,[0|0],90,-1,2.1,180,0,0,2.5,-1.8,0,[0|0|0],60,90,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4300,,0,2,[0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],180,90,0,[0|0],0,0,0,0,0,0,2030,0,0,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4350,,0,2,[0|0],-1,-1,1.5,180,0,0,1.5,-0.75,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2000,0,0,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4400,,0,1,[0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],180,-1,0,[0|0],0,0,0,0,0,0,2100,0,0,-1,0.3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
