ID,Name,value,captionId,iconId,reserved,
0,,1,0,0,[0|0|0|0|0|0|0]
1,,2,0,0,[0|0|0|0|0|0|0]
2,,3,0,0,[0|0|0|0|0|0|0]
100,,0,421110,0,[0|0|0|0|0|0|0]
101,,1,421111,0,[0|0|0|0|0|0|0]
102,,2,421112,0,[0|0|0|0|0|0|0]
103,,3,421113,0,[0|0|0|0|0|0|0]
104,,4,421114,0,[0|0|0|0|0|0|0]
105,,5,421115,0,[0|0|0|0|0|0|0]
106,,6,421116,0,[0|0|0|0|0|0|0]
107,,7,421117,0,[0|0|0|0|0|0|0]
108,,8,421118,0,[0|0|0|0|0|0|0]
120,,0,297170,0,[0|0|0|0|0|0|0]
121,,1,297171,0,[0|0|0|0|0|0|0]
130,,0,0,180,[0|0|0|0|0|0|0]
131,,1,0,181,[0|0|0|0|0|0|0]
132,,2,0,182,[0|0|0|0|0|0|0]
133,,3,0,183,[0|0|0|0|0|0|0]
134,,4,0,184,[0|0|0|0|0|0|0]
135,,5,0,185,[0|0|0|0|0|0|0]
240,,1000,297200,110,[0|0|0|0|0|0|0]
241,,1001,297201,111,[0|0|0|0|0|0|0]
242,,1002,297202,112,[0|0|0|0|0|0|0]
243,,1003,297203,113,[0|0|0|0|0|0|0]
244,,1004,297204,114,[0|0|0|0|0|0|0]
245,,1005,297205,115,[0|0|0|0|0|0|0]
246,,1006,297206,116,[0|0|0|0|0|0|0]
247,,1007,297207,117,[0|0|0|0|0|0|0]
248,,1008,297208,118,[0|0|0|0|0|0|0]
249,,1009,297209,119,[0|0|0|0|0|0|0]
260,,2000,297220,130,[0|0|0|0|0|0|0]
261,,2001,297221,131,[0|0|0|0|0|0|0]
262,,2002,297222,132,[0|0|0|0|0|0|0]
263,,2003,297223,133,[0|0|0|0|0|0|0]
264,,2004,297224,134,[0|0|0|0|0|0|0]
265,,2005,297225,135,[0|0|0|0|0|0|0]
266,,2006,297226,136,[0|0|0|0|0|0|0]
267,,2007,297227,137,[0|0|0|0|0|0|0]
268,,2008,297228,138,[0|0|0|0|0|0|0]
269,,2009,297229,139,[0|0|0|0|0|0|0]
300,,0,0,1,[0|0|0|0|0|0|0]
301,,1,0,2,[0|0|0|0|0|0|0]
302,,2,0,3,[0|0|0|0|0|0|0]
303,,3,0,4,[0|0|0|0|0|0|0]
304,,4,0,5,[0|0|0|0|0|0|0]
305,,5,0,6,[0|0|0|0|0|0|0]
306,,6,0,7,[0|0|0|0|0|0|0]
307,,7,0,8,[0|0|0|0|0|0|0]
308,,8,0,9,[0|0|0|0|0|0|0]
400,,0,0,1,[0|0|0|0|0|0|0]
401,,1,0,2,[0|0|0|0|0|0|0]
402,,2,0,3,[0|0|0|0|0|0|0]
403,,3,0,4,[0|0|0|0|0|0|0]
404,,4,0,5,[0|0|0|0|0|0|0]
405,,5,0,6,[0|0|0|0|0|0|0]
406,,6,0,7,[0|0|0|0|0|0|0]
407,,7,0,8,[0|0|0|0|0|0|0]
408,,8,0,9,[0|0|0|0|0|0|0]
500,,0,0,10,[0|0|0|0|0|0|0]
501,,1,0,11,[0|0|0|0|0|0|0]
502,,2,0,12,[0|0|0|0|0|0|0]
503,,3,0,13,[0|0|0|0|0|0|0]
504,,4,0,14,[0|0|0|0|0|0|0]
505,,5,0,15,[0|0|0|0|0|0|0]
506,,6,0,16,[0|0|0|0|0|0|0]
507,,7,0,17,[0|0|0|0|0|0|0]
508,,8,0,18,[0|0|0|0|0|0|0]
509,,9,0,19,[0|0|0|0|0|0|0]
510,,10,0,20,[0|0|0|0|0|0|0]
511,,11,0,21,[0|0|0|0|0|0|0]
512,,12,0,22,[0|0|0|0|0|0|0]
513,,13,0,23,[0|0|0|0|0|0|0]
514,,14,0,24,[0|0|0|0|0|0|0]
515,,15,0,25,[0|0|0|0|0|0|0]
516,,16,0,26,[0|0|0|0|0|0|0]
600,,0,0,30,[0|0|0|0|0|0|0]
601,,1,0,31,[0|0|0|0|0|0|0]
602,,2,0,32,[0|0|0|0|0|0|0]
603,,3,0,33,[0|0|0|0|0|0|0]
604,,4,0,34,[0|0|0|0|0|0|0]
605,,5,0,35,[0|0|0|0|0|0|0]
606,,6,0,36,[0|0|0|0|0|0|0]
607,,7,0,37,[0|0|0|0|0|0|0]
608,,8,0,38,[0|0|0|0|0|0|0]
609,,9,0,39,[0|0|0|0|0|0|0]
610,,10,0,40,[0|0|0|0|0|0|0]
611,,11,0,41,[0|0|0|0|0|0|0]
620,,0,0,30,[0|0|0|0|0|0|0]
621,,1,0,31,[0|0|0|0|0|0|0]
622,,2,0,32,[0|0|0|0|0|0|0]
623,,3,0,33,[0|0|0|0|0|0|0]
624,,4,0,34,[0|0|0|0|0|0|0]
625,,5,0,35,[0|0|0|0|0|0|0]
626,,6,0,36,[0|0|0|0|0|0|0]
627,,7,0,37,[0|0|0|0|0|0|0]
628,,8,0,38,[0|0|0|0|0|0|0]
629,,9,0,39,[0|0|0|0|0|0|0]
630,,10,0,40,[0|0|0|0|0|0|0]
631,,11,0,41,[0|0|0|0|0|0|0]
700,,0,0,70,[0|0|0|0|0|0|0]
701,,113,0,71,[0|0|0|0|0|0|0]
702,,112,0,72,[0|0|0|0|0|0|0]
703,,1,0,73,[0|0|0|0|0|0|0]
704,,3,0,75,[0|0|0|0|0|0|0]
705,,100,0,76,[0|0|0|0|0|0|0]
706,,5,0,77,[0|0|0|0|0|0|0]
707,,10,0,78,[0|0|0|0|0|0|0]
708,,101,0,79,[0|0|0|0|0|0|0]
709,,9,0,80,[0|0|0|0|0|0|0]
710,,8,0,81,[0|0|0|0|0|0|0]
711,,6,0,82,[0|0|0|0|0|0|0]
712,,7,0,83,[0|0|0|0|0|0|0]
713,,115,0,96,[0|0|0|0|0|0|0]
714,,114,0,95,[0|0|0|0|0|0|0]
715,,2,0,74,[0|0|0|0|0|0|0]
716,,4,0,84,[0|0|0|0|0|0|0]
717,,102,0,85,[0|0|0|0|0|0|0]
718,,103,0,86,[0|0|0|0|0|0|0]
719,,104,0,87,[0|0|0|0|0|0|0]
720,,105,0,88,[0|0|0|0|0|0|0]
721,,106,0,89,[0|0|0|0|0|0|0]
722,,107,0,90,[0|0|0|0|0|0|0]
723,,109,0,91,[0|0|0|0|0|0|0]
724,,108,0,92,[0|0|0|0|0|0|0]
725,,111,0,93,[0|0|0|0|0|0|0]
726,,110,0,94,[0|0|0|0|0|0|0]
727,,117,0,193,[0|0|0|0|0|0|0]
728,,119,0,194,[0|0|0|0|0|0|0]
729,,118,0,191,[0|0|0|0|0|0|0]
730,,116,0,190,[0|0|0|0|0|0|0]
731,,121,0,192,[0|0|0|0|0|0|0]
732,,125,0,199,[0|0|0|0|0|0|0]
733,,122,0,196,[0|0|0|0|0|0|0]
734,,120,0,195,[0|0|0|0|0|0|0]
735,,123,0,197,[0|0|0|0|0|0|0]
736,,124,0,198,[0|0|0|0|0|0|0]
800,,0,0,50,[0|0|0|0|0|0|0]
801,,1,0,51,[0|0|0|0|0|0|0]
802,,2,0,57,[0|0|0|0|0|0|0]
803,,3,0,58,[0|0|0|0|0|0|0]
804,,4,0,59,[0|0|0|0|0|0|0]
805,,5,0,60,[0|0|0|0|0|0|0]
806,,6,0,61,[0|0|0|0|0|0|0]
807,,7,0,62,[0|0|0|0|0|0|0]
808,,8,0,63,[0|0|0|0|0|0|0]
809,,9,0,64,[0|0|0|0|0|0|0]
810,,10,0,65,[0|0|0|0|0|0|0]
811,,11,0,68,[0|0|0|0|0|0|0]
812,,12,0,69,[0|0|0|0|0|0|0]
813,,13,0,111,[0|0|0|0|0|0|0]
814,,14,0,113,[0|0|0|0|0|0|0]
815,,15,0,114,[0|0|0|0|0|0|0]
816,,16,0,116,[0|0|0|0|0|0|0]
817,,17,0,117,[0|0|0|0|0|0|0]
818,,18,0,118,[0|0|0|0|0|0|0]
819,,20,0,120,[0|0|0|0|0|0|0]
820,,21,0,121,[0|0|0|0|0|0|0]
821,,22,0,122,[0|0|0|0|0|0|0]
822,,23,0,123,[0|0|0|0|0|0|0]
823,,24,0,124,[0|0|0|0|0|0|0]
824,,25,0,125,[0|0|0|0|0|0|0]
825,,26,0,126,[0|0|0|0|0|0|0]
826,,27,0,128,[0|0|0|0|0|0|0]
827,,28,0,129,[0|0|0|0|0|0|0]
828,,29,0,130,[0|0|0|0|0|0|0]
829,,30,0,131,[0|0|0|0|0|0|0]
830,,31,0,132,[0|0|0|0|0|0|0]
831,,32,0,133,[0|0|0|0|0|0|0]
832,,33,0,134,[0|0|0|0|0|0|0]
833,,34,0,135,[0|0|0|0|0|0|0]
834,,35,0,136,[0|0|0|0|0|0|0]
835,,36,0,137,[0|0|0|0|0|0|0]
836,,37,0,138,[0|0|0|0|0|0|0]
837,,38,0,139,[0|0|0|0|0|0|0]
900,,0,0,240,[0|0|0|0|0|0|0]
901,,2,0,241,[0|0|0|0|0|0|0]
902,,1,0,242,[0|0|0|0|0|0|0]
903,,10,0,243,[0|0|0|0|0|0|0]
1000,,0,0,1,[0|0|0|0|0|0|0]
1001,,1,0,2,[0|0|0|0|0|0|0]
1002,,2,0,3,[0|0|0|0|0|0|0]
1003,,3,0,4,[0|0|0|0|0|0|0]
1004,,4,0,5,[0|0|0|0|0|0|0]
1005,,5,0,6,[0|0|0|0|0|0|0]
1006,,6,0,7,[0|0|0|0|0|0|0]
1007,,7,0,8,[0|0|0|0|0|0|0]
1008,,8,0,9,[0|0|0|0|0|0|0]
1100,,0,0,100,[0|0|0|0|0|0|0]
1101,,1,0,101,[0|0|0|0|0|0|0]
1102,,2,0,102,[0|0|0|0|0|0|0]
1103,,3,0,103,[0|0|0|0|0|0|0]
1200,,0,297180,0,[0|0|0|0|0|0|0]
1201,,1,297181,0,[0|0|0|0|0|0|0]
1300,,1,297185,0,[0|0|0|0|0|0|0]
1301,,0,297186,0,[0|0|0|0|0|0|0]
1310,,1,297187,0,[0|0|0|0|0|0|0]
1311,,0,297188,0,[0|0|0|0|0|0|0]
100000,,0,297100,0,[0|0|0|0|0|0|0]
100001,,1,297101,0,[0|0|0|0|0|0|0]
100100,,0,297110,0,[0|0|0|0|0|0|0]
100101,,1,297111,0,[0|0|0|0|0|0|0]
100102,,2,297112,0,[0|0|0|0|0|0|0]
100200,,0,297130,0,[0|0|0|0|0|0|0]
100201,,1,297131,0,[0|0|0|0|0|0|0]
100202,,2,297132,0,[0|0|0|0|0|0|0]
100203,,3,297133,0,[0|0|0|0|0|0|0]
100204,,4,297134,0,[0|0|0|0|0|0|0]
100205,,5,297135,0,[0|0|0|0|0|0|0]
100206,,7,297136,0,[0|0|0|0|0|0|0]
100207,,8,297137,0,[0|0|0|0|0|0|0]
100208,,6,297138,0,[0|0|0|0|0|0|0]
100209,,9,297139,0,[0|0|0|0|0|0|0]
100300,,0,297150,0,[0|0|0|0|0|0|0]
100301,,1,297151,0,[0|0|0|0|0|0|0]
100302,,2,297152,0,[0|0|0|0|0|0|0]
100303,,3,297153,0,[0|0|0|0|0|0|0]
100304,,4,297154,0,[0|0|0|0|0|0|0]
100305,,5,297156,0,[0|0|0|0|0|0|0]
100306,,6,297157,0,[0|0|0|0|0|0|0]
100307,,7,297158,0,[0|0|0|0|0|0|0]
100308,,8,297159,0,[0|0|0|0|0|0|0]
100309,,9,297160,0,[0|0|0|0|0|0|0]
100400,,0,297120,0,[0|0|0|0|0|0|0]
100401,,1,297125,0,[0|0|0|0|0|0|0]
100402,,2,297121,0,[0|0|0|0|0|0|0]
100403,,3,297126,0,[0|0|0|0|0|0|0]
100404,,4,297122,0,[0|0|0|0|0|0|0]
100405,,5,297127,0,[0|0|0|0|0|0|0]
