ID,Name,baseRec_mp,baseRec_sp,red_Falldam,soul,equip_Wep_Right,equip_Subwep_Right,equip_Wep_Left,equip_Subwep_Left,equip_Helm,equip_Armer,equip_Gaunt,equip_Leg,equip_Arrow,equip_Bolt,equip_SubArrow,equip_SubBolt,equip_Accessory01,equip_Accessory02,equip_Accessory03,equip_Accessory04,unknown_0x50,unknown_0x51,pad8,elixir_material00,elixir_material01,elixir_material02,equip_Spell_01,equip_Spell_02,equip_Spell_03,equip_Spell_04,equip_Spell_05,equip_Spell_06,equip_Spell_07,item_01,item_02,item_03,item_04,item_05,item_06,item_07,item_08,item_09,item_10,npcPlayerFaceGenId,npcPlayerThinkId,baseHp,baseMp,baseSp,arrowNum,boltNum,subArrowNum,subBoltNum,pad4,soulLv,baseVit,baseWil,baseEnd,baseStr,baseDex,baseMag,baseFai,baseLuc,baseHeroPoint,baseDurability,itemNum_01,itemNum_02,itemNum_03,itemNum_04,itemNum_05,itemNum_06,itemNum_07,itemNum_08,itemNum_09,itemNum_10,pad5,gestureId0,gestureId1,gestureId2,gestureId3,gestureId4,gestureId5,gestureId6,npcPlayerType,npcPlayerDrawType,npcPlayerSex,vowType,isSyncTarget,pad,pad6,wepParamType_Right1,wepParamType_Right2,wepParamType_Right3,wepParamType_Left1,wepParamType_Left2,wepParamType_Left3,pad2,equip_Subwep_Right3,equip_Subwep_Left3,pad3,secondaryItem_01,secondaryItem_02,secondaryItem_03,secondaryItem_04,secondaryItem_05,secondaryItem_06,secondaryItemNum_01,secondaryItemNum_02,secondaryItemNum_03,secondaryItemNum_04,secondaryItemNum_05,secondaryItemNum_06,HpEstMax,MpEstMax,pad7,voiceType,reserve,
10,,0,0,0,50000,13020000,20030000,24000000,20060000,290000,90100,580200,290300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,0,0,[0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1001,1051,12,11500,292,310,240,330,-1,-1,1,0,0,0,0,99,99,99,99,[0|0|0|0|0|0],325,50,50,50,50,50,50,50,50,2,50,2,1,1,1,10,10,1,99,0,0,[0|0|0|0|0],0,1,2,3,4,5,6,0,0,1,0,0,0,[0|0],0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],20070000,20000000,[0|0|0|0],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,[0|0|0|0|0],0,[0|0|0|0|0|0]
11,,0,0,0,50000,13020000,20030000,24000000,20060000,290000,90100,580200,290300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,0,0,[0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1001,1051,12,11500,292,310,240,330,-1,-1,1,0,0,0,0,99,99,99,99,[0|0|0|0|0|0],325,50,50,50,50,50,50,50,50,2,50,2,1,1,1,10,10,1,99,0,0,[0|0|0|0|0],0,1,2,3,4,5,6,0,0,1,0,0,0,[0|0],0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],20070000,20000000,[0|0|0|0],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,[0|0|0|0|0],0,[0|0|0|0|0|0]
12,,0,0,0,50000,13000000,20020000,24000000,13030000,201000,800100,581200,670300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,0,0,[0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1001,1051,12,11500,292,310,240,330,-1,-1,1,0,0,0,0,99,99,99,99,[0|0|0|0|0|0],325,50,50,50,50,50,50,50,50,2,50,2,1,1,1,10,10,1,99,0,0,[0|0|0|0|0],0,1,2,3,4,5,6,0,0,1,0,0,0,[0|0],0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],20050000,13040000,[0|0|0|0],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,[0|0|0|0|0],0,[0|0|0|0|0|0]
13,,0,0,0,50000,16020000,13010000,24000000,13020000,690000,430100,120200,240300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,0,0,[0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1001,1051,12,11500,292,310,240,330,-1,-1,1,0,0,0,0,99,99,99,99,[0|0|0|0|0|0],325,50,50,50,50,50,50,50,50,2,50,2,1,1,1,10,10,1,99,0,0,[0|0|0|0|0],0,1,2,3,4,5,6,0,0,1,0,0,0,[0|0],0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],13000000,41060000,[0|0|0|0],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,[0|0|0|0|0],0,[0|0|0|0|0|0]
20,,0,0,0,0,2000000,-1,24000000,-1,670000,670100,670200,670300,-1,-1,-1,-1,-1,-1,-1,-1,0,0,[0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1001,1051,130,-1,-1,-1,-1,-1,-1,-1,20,0,0,0,0,0,0,0,0,[0|0|0|0|0|0],20,11,14,11,14,17,12,10,10,0,7,2,2,1,0,0,0,0,0,0,0,[0|0|0|0|0],0,7,50,70,80,92,53,0,0,1,0,0,0,[0|0],0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],-1,-1,[0|0|0|0],115,-1,-1,-1,-1,-1,1,0,0,0,0,0,2,2,[0|0|0|0|0],0,[0|0|0|0|0|0]
21,,0,0,0,0,16000000,-1,24000000,31000000,980000,981100,980200,980300,-1,-1,-1,-1,-1,-1,-1,-1,0,0,[0|0],-1,-1,-1,4000,4220,-1,-1,-1,-1,-1,1001,1051,130,-1,-1,-1,-1,-1,-1,-1,22,0,0,0,0,0,0,0,0,[0|0|0|0|0|0],20,13,15,12,15,13,16,7,8,0,7,2,2,1,0,0,0,0,0,0,0,[0|0|0|0|0],2,7,50,70,80,92,53,0,0,1,0,0,0,[0|0],0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],-1,-1,[0|0|0|0],115,-1,-1,-1,-1,-1,1,0,0,0,0,0,2,2,[0|0|0|0|0],0,[0|0|0|0|0|0]
22,,0,0,0,0,11000000,34040000,24000000,-1,620000,620100,-1,620300,-1,-1,-1,-1,-1,-1,-1,-1,0,0,[0|0],-1,-1,-1,5510,6020,-1,-1,-1,-1,-1,1001,1051,130,-1,-1,-1,-1,-1,-1,-1,24,0,0,0,0,0,0,0,0,[0|0|0|0|0|0],20,12,17,9,13,12,10,17,9,0,7,2,2,1,0,0,0,0,0,0,0,[0|0|0|0|0],1,7,50,70,80,92,101,0,0,1,0,0,0,[0|0],0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],-1,-1,[0|0|0|0],115,-1,-1,-1,-1,-1,1,0,0,0,0,0,2,2,[0|0|0|0|0],0,[0|0|0|0|0|0]
23,,0,0,0,0,14000000,-1,24000000,30070000,730000,730100,730200,730300,-1,-1,-1,-1,-1,-1,-1,-1,0,0,[0|0],-1,-1,-1,7320,-1,-1,-1,-1,-1,-1,1001,1051,130,-1,-1,-1,-1,-1,-1,-1,26,0,0,0,0,0,0,0,0,[0|0|0|0|0|0],20,15,11,14,16,10,7,11,15,0,7,2,2,1,0,0,0,0,0,0,0,[0|0|0|0|0],9,7,50,70,80,92,54,0,0,1,0,0,0,[0|0],0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],-1,-1,[0|0|0|0],115,-1,-1,-1,-1,-1,1,0,0,0,0,0,2,2,[0|0|0|0|0],0,[0|0|0|0|0|0]
2400,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,[0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0],-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,[0|0],0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],-1,-1,[0|0|0|0],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,[0|0|0|0|0],0,[0|0|0|0|0|0]
2401,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1,-1,-1,0,0,[0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0],-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,[0|0],0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],-1,-1,[0|0|0|0],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,[0|0|0|0|0],0,[0|0|0|0|0|0]
