ID,Name,equipId,value,mtrlId,eventFlag_forStock,eventFlag_forRelease,sellQuantity,pad3,equipType,costType,pad1,setNum,value_Add,value_Magnification,iconId,nameMsgId,menuTitleMsgId,menuIconId,pad2,
1,,240,100,-1,0,0,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1000,,290,100000,-1,0,0,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1001,,292,100000,-1,0,0,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1002,,240,100000,-1,0,0,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1003,,201000,100000,-1,0,0,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100000,,111,1000,-1,100000,0,2,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100002,,1760,100,-1,100020,0,5,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100004,,30000000,1500,-1,100040,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100009,,150,1000,-1,100090,0,4,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100010,,1190,2000,-1,100100,0,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100011,,15430,500,-1,100110,0,5,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100012,,21000000,800,-1,100120,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100013,,51000000,300,-1,100130,0,5,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100014,,53000000,300,-1,100140,0,5,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100015,,930200,1000,-1,100150,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100016,,930300,1000,-1,100160,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100017,,931100,1500,-1,100170,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100018,,10140,20000,-1,100180,10009516,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100025,,10030,3000,-1,100250,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100026,,8000,4000,-1,100260,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100050,,4000,1000,-1,100500,0,1,0,3,0,0,1,0,1,-1,-1,231010,17,[0|0]
100051,,4460,3000,-1,100510,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100052,,4470,2500,-1,100520,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100053,,4060,1500,-1,100530,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100054,,4070,1500,-1,100540,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100055,,4040,3000,-1,100550,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100056,,4030,8000,-1,100560,14009267,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100057,,4020,12000,-1,100570,1044369244,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100058,,4050,10000,-1,100580,1044369244,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100059,,4001,2000,-1,100590,1044369250,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100060,,4010,600,-1,100600,1044369250,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100061,,4300,2500,-1,100610,1044369245,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100062,,4440,1500,-1,100620,1044369245,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100075,,10100,1000,-1,100750,0,1,0,4,0,0,1,0,1,-1,-1,231030,19,[0|0]
100076,,10300,1200,-1,100760,0,1,0,4,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100077,,80000,800,-1,100770,0,1,0,4,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100078,,10600,1500,-1,100780,0,1,0,4,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100079,,50300,800,-1,100790,0,1,0,4,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100080,,65100,800,-1,100800,0,1,0,4,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100081,,70000,600,-1,100810,0,1,0,4,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100082,,30200,600,-1,100820,0,1,0,4,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100083,,21000,1800,-1,100830,0,1,0,4,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100084,,20700,8000,-1,100840,16009208,1,0,4,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100085,,60200,6500,-1,100850,16009208,1,0,4,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100086,,30900,600,-1,100860,0,1,0,4,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100100,,2140,5000,-1,110000,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100101,,9360,800,-1,67600,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100102,,8000,5000,-1,110020,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100103,,150,1000,-1,110030,0,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100104,,10000,100,-1,110040,0,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100105,,1200,600,-1,110050,0,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100108,,1020000,1600,-1,110080,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100111,,6070,5000,-1,110110,0,1,0,2,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100112,,111,1000,-1,110120,0,5,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100113,,2050,100,-1,110130,0,15,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100114,,1750,160,-1,110140,1038419270,20,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100115,,51000000,300,-1,110150,0,10,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100116,,53000000,300,-1,110160,0,5,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100117,,111,1000,-1,110170,1038419271,5,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100118,,1750,160,-1,110180,1038419271,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100119,,5000000,3000,-1,110190,1038419271,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100120,,51000000,300,-1,110200,1038419271,10,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100121,,53000000,300,-1,110210,1038419271,5,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100122,,31240000,1000,-1,110220,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100126,,6750,2500,-1,110260,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100127,,6770,3000,-1,110270,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100150,,8136,1000,-1,400300,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100155,,820,600,-1,110550,1044529255,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100160,,830,600,-1,110600,1036439209,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100175,,4610,4000,-1,110750,0,1,0,3,0,0,1,0,1,-1,-1,231010,17,[0|0]
100176,,6500,5000,-1,110760,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100177,,4040,3000,-1,110770,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100185,,7200,7500,-1,110850,1038519257,1,0,3,0,0,1,0,1,-1,-1,231020,18,[0|0]
100200,,12000,1000,-1,120000,0,1,0,4,0,0,1,0,1,-1,-1,231030,19,[0|0]
100201,,20300,1500,-1,120010,0,1,0,4,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100202,,21900,2500,-1,120020,0,1,0,4,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100225,,10160,2000,-1,120250,0,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100226,,10161,3000,-1,120260,0,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100227,,10162,4000,-1,120270,0,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100228,,10163,6000,-1,120280,0,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100229,,6020,5000,-1,120290,1034509360,1,0,2,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100250,,4000,1000,-1,120500,0,1,0,3,0,0,1,0,1,-1,-1,231010,17,[0|0]
100251,,4070,1500,-1,120510,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100252,,4140,2500,-1,120520,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100275,,4301,12000,-1,120750,0,1,0,3,0,0,1,0,1,-1,-1,231010,17,[0|0]
100276,,4400,7500,-1,120760,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100277,,4420,6000,-1,120770,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100278,,4640,9000,-1,120780,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100279,,4020,12000,-1,120790,1034509450,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100280,,4050,10000,-1,120800,1034509450,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100281,,4001,2000,-1,120810,1034509455,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100282,,4010,600,-1,120820,1034509455,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100283,,4300,2500,-1,120830,1034509451,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100284,,4440,1500,-1,120840,1034509451,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100300,,261000,2,-1,130000,0,1,0,3,2,0,1,0,1,-1,-1,-1,-1,[0|0]
100301,,262000,5,-1,130010,11109919,1,0,3,2,0,1,0,1,-1,-1,-1,-1,[0|0]
100302,,263000,3,-1,130020,0,1,0,3,2,0,1,0,1,-1,-1,-1,-1,[0|0]
100310,,260000,5,-1,130100,35009326,1,0,3,2,0,1,0,1,-1,-1,-1,-1,[0|0]
100325,,9347,2500,-1,67470,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100326,,9501,1500,-1,66450,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100329,,15040,800,-1,130290,0,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100330,,15120,600,-1,130300,0,2,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100334,,30500,3000,-1,130340,0,1,0,4,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100335,,2130,5000,-1,130350,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100336,,8185,3000,-1,130360,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100337,,15050,1500,-1,130370,0,2,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100338,,14050000,3500,-1,130380,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100339,,31340000,2500,-1,130390,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100340,,8225,600,-1,69900,0,1,0,3,0,0,1,0,1,3287,8227,-1,-1,[0|0]
100350,,6400,1500,-1,130500,0,1,0,3,0,0,1,0,1,-1,-1,231020,18,[0|0]
100351,,6420,1000,-1,130510,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100352,,6421,1500,-1,130520,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100353,,6440,1000,-1,130530,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100354,,6450,3000,-1,130540,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100355,,6460,3500,-1,130550,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100356,,6000,600,-1,130560,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100357,,6010,800,-1,130570,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100358,,6422,9000,-1,130580,1040529255,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100359,,6470,7500,-1,130590,1040529255,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100360,,6700,11000,-1,130600,1040549205,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100361,,6740,13000,-1,130610,11009455,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100362,,6001,6000,-1,130620,11109874,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100363,,6220,5500,-1,130630,11109874,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100364,,6100,13000,-1,130640,11109875,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100365,,6020,10000,-1,130650,11109875,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100366,,6210,7500,-1,130660,11109876,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100367,,6250,6000,-1,130670,11109876,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100368,,6423,8000,-1,130680,11109877,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100369,,6441,2500,-1,130690,11109877,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100370,,6510,2000,-1,130700,11109878,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100371,,6530,3500,-1,130710,11109878,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100372,,6710,7500,-1,130720,11109881,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100373,,6730,10000,-1,130730,11109881,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100374,,6900,6000,-1,130740,11109883,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100375,,6930,7000,-1,130750,11109883,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100376,,6960,4000,-1,130760,11109883,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100377,,6940,8500,-1,130770,11109884,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
