ID,Name,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,
10,,0,12632256,-1,6800000,0,0,-1,-1,-1,-1
15,,0,10790052,-1,6810000,0,0,-1,-1,-1,-1
16,,0,9474192,-1,-1,1,352,-1,-1,6810000,6900000
17,,0,9486480,-1,-1,1,368,-1,-1,6810000,6901000
20,,0,15515840,-1,6810001,0,0,-1,-1,-1,-1
21,,0,14729408,-1,-1,1,70,-1,-1,6810001,6800000
22,,0,14717072,-1,-1,1,70,-1,-1,6810001,6810000
23,,0,14729360,-1,-1,1,70,-1,-1,6810001,6901000
25,,0,14647040,-1,6820000,0,0,-1,-1,-1,-1
30,,0,6316128,-1,6900000,0,0,-1,-1,-1,-1
35,,0,6332512,-1,6901000,0,0,-1,-1,-1,-1
36,,0,6356832,-1,-1,1,400,-1,-1,6901000,6940000
37,,0,6332671,-1,-1,1,400,-1,-1,6901000,6941000
40,,0,10510432,-1,6902000,0,0,-1,-1,-1,-1
41,,0,10367152,-1,-1,1,530,-1,-1,6902000,6930000
45,,0,6332576,-1,6903000,0,0,-1,-1,-1,-1
46,,0,6324352,-1,-1,1,300,-1,-1,6903000,6900000
47,,0,10518656,-1,-1,1,280,-1,-1,6903000,6902000
50,,0,16711680,-1,6830000,0,0,-1,-1,-1,-1
51,,0,16761024,-1,-1,1,150,-1,-1,6830000,6800000
52,,0,8409984,-1,-1,1,70,-1,-1,6830000,6841000
53,,0,12598592,-1,-1,1,70,-1,-1,6830000,6840000
54,,0,16711808,-1,-1,1,70,-1,-1,6830000,6850000
60,,0,16776960,-1,6840000,0,0,-1,-1,-1,-1
61,,0,14737504,-1,-1,1,200,-1,-1,6840000,6800000
65,,0,255,-1,6850000,0,0,-1,-1,-1,-1
70,,0,33023,-1,6841000,0,0,-1,-1,-1,-1
71,,0,6342112,-1,-1,1,352,-1,-1,6841000,6810000
72,,0,16639,-1,-1,1,352,-1,-1,6841000,6850000
80,,0,65280,-1,6940000,0,0,-1,-1,-1,-1
81,,0,8405247,-1,6941000,0,0,-1,-1,-1,-1
90,,0,14474495,-1,21010010,0,0,-1,-1,-1,-1
91,,0,14418175,-1,6920000,0,0,-1,-1,-1,-1
92,,0,14418116,-1,6930000,0,0,-1,-1,-1,-1
100,,0,65535,-1,6860000,0,0,-1,-1,-1,-1
101,,0,6349024,-1,-1,1,65336,-1,-1,6860000,6800000
102,,0,3190960,-1,-1,1,65336,-1,-1,6860000,6900000
103,,0,1612956,-1,-1,1,65336,-1,-1,6860000,6902000
104,,0,14720156,-1,-1,1,65336,-1,-1,6860000,6903000
105,,0,16639,-1,-1,1,65336,-1,-1,6860000,6850000
106,,0,49407,-1,-1,1,65336,-1,-1,6860000,6841000
107,,0,6348928,-1,-1,1,65336,-1,-1,6860000,6840000
255,,0,0,-1,-1,0,0,-1,-1,-1,-1
