ID,Name,value,textId,compareType,padding,
50,,1,10513,0,[0|0|0]
51,,2,10514,0,[0|0|0]
52,,3,10515,0,[0|0|0]
53,,4,10516,0,[0|0|0]
90,,1,11330,1,[0|0|0]
91,,0,11331,2,[0|0|0]
100,,175,11321,1,[0|0|0]
101,,140,11322,1,[0|0|0]
102,,90,11323,1,[0|0|0]
103,,60,11324,1,[0|0|0]
104,,25,11325,1,[0|0|0]
105,,1,11326,1,[0|0|0]
106,,0,11320,2,[0|0|0]
110,,0,11320,0,[0|0|0]
111,,1,41001,0,[0|0|0]
112,,2,41002,0,[0|0|0]
113,,3,41003,0,[0|0|0]
114,,4,41004,0,[0|0|0]
115,,5,41005,0,[0|0|0]
116,,6,41006,0,[0|0|0]
117,,7,41007,0,[0|0|0]
118,,8,41008,0,[0|0|0]
119,,9,41009,0,[0|0|0]
120,,1,60010,0,[0|0|0]
121,,3,60015,0,[0|0|0]
122,,5,60020,0,[0|0|0]
123,,7,60025,0,[0|0|0]
124,,9,60030,0,[0|0|0]
125,,11,60035,0,[0|0|0]
126,,13,60040,0,[0|0|0]
127,,14,60043,0,[0|0|0]
128,,15,60045,0,[0|0|0]
129,,16,60046,0,[0|0|0]
130,,17,60050,0,[0|0|0]
131,,19,60055,0,[0|0|0]
132,,21,60060,0,[0|0|0]
133,,23,60065,0,[0|0|0]
134,,24,60067,0,[0|0|0]
135,,25,60070,0,[0|0|0]
136,,27,60075,0,[0|0|0]
137,,28,60077,0,[0|0|0]
138,,29,60080,0,[0|0|0]
139,,31,60085,0,[0|0|0]
140,,33,60090,0,[0|0|0]
141,,35,60090,0,[0|0|0]
142,,37,60100,0,[0|0|0]
143,,39,60155,0,[0|0|0]
144,,41,60102,0,[0|0|0]
145,,50,60104,0,[0|0|0]
146,,51,60105,0,[0|0|0]
147,,53,60110,0,[0|0|0]
148,,55,60115,0,[0|0|0]
149,,56,60117,0,[0|0|0]
150,,57,60120,0,[0|0|0]
151,,59,60125,0,[0|0|0]
152,,61,60130,0,[0|0|0]
153,,63,60135,0,[0|0|0]
154,,65,60140,0,[0|0|0]
155,,67,60145,0,[0|0|0]
156,,69,60150,0,[0|0|0]
157,,81,60160,0,[0|0|0]
158,,83,60165,0,[0|0|0]
159,,85,60170,0,[0|0|0]
160,,86,60171,0,[0|0|0]
161,,87,60175,0,[0|0|0]
162,,101,60011,0,[0|0|0]
163,,103,60016,0,[0|0|0]
164,,105,60026,0,[0|0|0]
165,,107,60031,0,[0|0|0]
166,,109,60041,0,[0|0|0]
167,,111,60051,0,[0|0|0]
168,,113,60061,0,[0|0|0]
169,,115,60071,0,[0|0|0]
170,,88,60180,0,[0|0|0]
171,,89,60181,0,[0|0|0]
172,,90,60182,0,[0|0|0]
173,,91,60183,0,[0|0|0]
174,,92,60184,0,[0|0|0]
175,,93,60185,0,[0|0|0]
176,,94,60186,0,[0|0|0]
177,,95,60187,0,[0|0|0]
300,,1,80000,0,[0|0|0]
301,,2,80001,0,[0|0|0]
302,,3,80010,0,[0|0|0]
303,,4,80020,0,[0|0|0]
400,,0,62000,0,[0|0|0]
401,,1,62001,0,[0|0|0]
402,,2,62002,0,[0|0|0]
403,,3,62003,0,[0|0|0]
404,,8,62008,0,[0|0|0]
405,,4,62004,0,[0|0|0]
406,,5,62005,0,[0|0|0]
407,,6,62006,0,[0|0|0]
408,,7,62007,0,[0|0|0]
409,,10,62011,0,[0|0|0]
410,,11,62012,0,[0|0|0]
411,,9,62010,0,[0|0|0]
412,,12,62009,0,[0|0|0]
