ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,modelMemoryType,texMemoryType,cameraDitherFadeId,reportAnimMemSizeMb,unk,
100,,0,0,[0|0|0],1,1,0,12,0
110,,0,0,[0|0|0],1,1,0,12,0
120,,0,0,[0|0|0],1,1,0,12,0
1000,,0,0,[0|0|0],1,1,0,12,0
2010,,0,0,[0|0|0],3,3,101,12,768
2030,,0,0,[0|0|0],4,4,101,12,0
2031,,0,0,[0|0|0],1,1,101,12,0
2040,,0,0,[0|0|0],3,3,101,12,0
2041,,0,0,[0|0|0],3,3,101,12,0
2050,,0,0,[0|0|0],3,3,101,12,768
2051,,0,0,[0|0|0],3,3,101,12,768
2060,,0,0,[0|0|0],4,4,120,12,0
2070,,0,0,[0|0|0],4,4,120,12,0
2100,,0,0,[0|0|0],3,3,101,12,0
2110,,0,0,[0|0|0],4,4,120,12,262144
2120,,0,0,[0|0|0],4,4,101,12,0
2130,,0,0,[0|0|0],4,4,110,12,0
2131,,0,0,[0|0|0],3,3,101,12,0
2140,,0,0,[0|0|0],3,3,110,12,0
2150,,0,0,[0|0|0],1,1,101,12,0
2160,,0,0,[0|0|0],2,2,101,12,0
2170,,0,0,[0|0|0],2,2,101,12,768
2180,,0,0,[0|0|0],3,3,101,12,768
2190,,0,0,[0|0|0],4,4,101,12,0
2191,,0,0,[0|0|0],4,4,101,12,0
2200,,0,0,[0|0|0],4,4,120,12,0
2270,,0,0,[0|0|0],4,4,110,12,0
2271,,0,0,[0|0|0],2,2,101,12,0
2272,,0,0,[0|0|0],4,4,110,12,0
2273,,0,0,[0|0|0],2,2,101,12,0
2274,,0,0,[0|0|0],4,4,110,12,0
2275,,0,0,[0|0|0],2,2,101,12,0
2276,,0,0,[0|0|0],4,4,110,12,0
2277,,0,0,[0|0|0],2,2,101,12,0
2500,,0,0,[0|0|0],3,3,101,12,768
3000,,0,0,[0|0|0],3,3,101,15,0
3010,,0,0,[0|0|0],3,3,101,12,768
3020,,0,0,[0|0|0],3,3,101,12,0
3050,,0,0,[0|0|0],4,4,110,12,0
3060,,0,0,[0|0|0],3,3,101,12,0
3061,,0,0,[0|0|0],3,3,101,12,0
3070,,0,0,[0|0|0],3,3,101,12,0
3080,,0,0,[0|0|0],3,3,101,12,0
3100,,0,0,[0|0|0],3,3,101,12,0
3150,,0,0,[0|0|0],3,4,110,12,0
3160,,0,0,[0|0|0],3,1,110,12,0
3170,,0,0,[0|0|0],3,3,101,12,0
3171,,0,0,[0|0|0],3,3,110,12,0
3180,,0,0,[0|0|0],2,2,101,12,0
3181,,0,0,[0|0|0],3,3,110,12,262144
3200,,0,0,[0|0|0],3,3,101,12,0
3201,,0,0,[0|0|0],3,3,101,12,0
3202,,0,0,[0|0|0],3,3,101,12,0
3210,,0,0,[0|0|0],2,2,101,12,0
3250,,0,0,[0|0|0],4,4,120,12,0
3251,,0,0,[0|0|0],4,4,120,12,0
3252,,0,0,[0|0|0],4,4,120,12,0
3300,,0,0,[0|0|0],3,3,101,12,768
3320,,0,0,[0|0|0],2,2,101,12,0
3330,,0,0,[0|0|0],2,2,110,12,0
3350,,0,0,[0|0|0],3,3,101,12,0
3360,,0,0,[0|0|0],3,3,101,12,768
3361,,0,0,[0|0|0],3,3,101,12,768
3370,,0,0,[0|0|0],3,3,101,12,768
3371,,0,0,[0|0|0],3,3,101,12,768
3400,,0,0,[0|0|0],3,3,101,12,0
3450,,0,0,[0|0|0],3,3,101,15,0
3451,,0,0,[0|0|0],1,1,101,12,0
3460,,0,0,[0|0|0],3,3,101,12,0
3470,,0,0,[0|0|0],3,3,101,12,0
3471,,0,0,[0|0|0],3,3,101,12,0
3500,,0,0,[0|0|0],3,3,101,12,0
3510,,0,0,[0|0|0],3,3,101,12,0
3550,,0,0,[0|0|0],3,3,101,12,768
3560,,0,0,[0|0|0],3,3,110,12,0
3570,,0,0,[0|0|0],3,3,110,12,0
3600,,0,0,[0|0|0],3,3,101,12,0
3610,,0,0,[0|0|0],3,3,101,12,0
3620,,0,0,[0|0|0],3,3,101,12,0
3630,,0,0,[0|0|0],3,3,120,12,0
3640,,0,0,[0|0|0],2,2,110,12,0
3650,,0,0,[0|0|0],3,3,101,12,0
3660,,0,0,[0|0|0],3,3,101,15,0
3661,,0,0,[0|0|0],3,3,101,12,0
3662,,0,0,[0|0|0],3,3,101,12,0
3664,,0,0,[0|0|0],3,3,101,12,0
3665,,0,0,[0|0|0],3,3,101,12,0
3666,,0,0,[0|0|0],3,3,101,12,0
3670,,0,0,[0|0|0],3,3,101,12,0
3700,,0,0,[0|0|0],3,3,101,12,0
3701,,0,0,[0|0|0],3,3,101,12,768
3702,,0,0,[0|0|0],3,3,101,12,768
3703,,0,0,[0|0|0],3,3,101,12,0
3704,,0,0,[0|0|0],3,3,101,12,768
3710,,0,0,[0|0|0],3,3,101,12,768
3720,,0,0,[0|0|0],3,3,101,12,768
3730,,0,0,[0|0|0],3,3,110,12,0
3750,,0,0,[0|0|0],3,3,101,12,0
3800,,0,0,[0|0|0],3,3,101,12,0
3810,,0,0,[0|0|0],3,3,101,12,0
3850,,0,0,[0|0|0],3,3,101,12,0
3860,,0,0,[0|0|0],3,3,101,12,768
3900,,0,0,[0|0|0],3,3,101,12,768
3901,,0,0,[0|0|0],3,3,101,12,768
3910,,0,0,[0|0|0],3,3,110,12,0
