ID,Name,chrId,ctrlType,pad,applyBone,targetBone1,targetBone2,
0,null,0,1,[0|0|0|0|0|0|0|0|0|0|0],L_ForeArmTwist,L_Hand_Dummy,
1,null,0,1,[0|0|0|0|0|0|0|0|0|0|0],L_ThighTwist,Pelvis_Dummy,
2,null,0,1,[0|0|0|0|0|0|0|0|0|0|0],L_Foot_Dummy1,L_Toe0,
3,null,0,1,[0|0|0|0|0|0|0|0|0|0|0],L_Calf_Skirt,L_Thigh_Skirt,
4,null,0,1,[0|0|0|0|0|0|0|0|0|0|0],R_ForeArmTwist,R_Hand_Dummy,
5,null,0,1,[0|0|0|0|0|0|0|0|0|0|0],R_ThighTwist,Pelvis_Dummy,
6,null,0,1,[0|0|0|0|0|0|0|0|0|0|0],R_Foot_Dummy1,R_Toe0,
7,null,0,1,[0|0|0|0|0|0|0|0|0|0|0],R_Calf_Skirt,R_Thigh_Skirt,
8,null,0,1,[0|0|0|0|0|0|0|0|0|0|0],L_CalfTwist,L_Foot,
9,null,0,1,[0|0|0|0|0|0|0|0|0|0|0],R_CalfTwist,R_Foot,
10,null,0,1,[0|0|0|0|0|0|0|0|0|0|0],Collar,Spine2,
11,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],L_Shoulder,L_UpArmTwist,L_Clavicle
12,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],L_UpArmTwist1,L_UpperArm,L_UpArmTwist
13,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],L_Elbow,L_Forearm,L_UpperArm
14,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],L_ForeArmTwist1,L_ForeArmTwist,L_Forearm
15,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],L_ThighTwist1,L_Thigh,L_ThighTwist
16,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],L_Knee,L_Calf,L_Thigh
17,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],L_CalfTwist1,L_CalfTwist,L_Calf
18,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],L_Knee_Skirt,L_Calf_Skirt,L_Thigh_Skirt
19,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],R_Shoulder,R_UpArmTwist,R_Clavicle
20,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],R_UpArmTwist1,R_UpperArm,R_UpArmTwist
21,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],R_Elbow,R_Forearm,R_UpperArm
22,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],R_ForeArmTwist1,R_ForeArmTwist,R_Forearm
23,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],R_ThighTwist1,R_Thigh,R_ThighTwist
24,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],R_Knee,R_Calf,R_Thigh
25,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],R_CalfTwist1,R_CalfTwist,R_Calf
26,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],R_Knee_Skirt,R_Calf_Skirt,R_Thigh_Skirt
27,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],L_Hip,L_ThighTwist,Pelvis_Dummy
28,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],L_FootTwist,L_Foot_Dummy2,L_Foot_Dummy1
29,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],R_Hip,R_ThighTwist,Pelvis_Dummy
30,null,0,0,[0|0|0|0|0|0|0|0|0|0|0],R_FootTwist,R_Foot_Dummy2,R_Foot_Dummy1
300000,null,3000,1,[0|0|0|0|0|0|0|0|0|0|0],L_Calf_Skirt,L_Thigh_Skirt,
300001,null,3000,1,[0|0|0|0|0|0|0|0|0|0|0],L_CalfTwist,L_Foot,
300002,null,3000,1,[0|0|0|0|0|0|0|0|0|0|0],L_Foot_Dummy1,L_Toe0,
300003,null,3000,1,[0|0|0|0|0|0|0|0|0|0|0],L_ForeArmTwist,L_Hand_Dummy,
300004,null,3000,1,[0|0|0|0|0|0|0|0|0|0|0],L_ThighTwist,Pelvis_Dummy,
300005,null,3000,1,[0|0|0|0|0|0|0|0|0|0|0],R_Calf_Skirt,R_Thigh_Skirt,
300006,null,3000,1,[0|0|0|0|0|0|0|0|0|0|0],R_CalfTwist,R_Foot,
300007,null,3000,1,[0|0|0|0|0|0|0|0|0|0|0],R_Foot_Dummy1,R_Toe0,
300008,null,3000,1,[0|0|0|0|0|0|0|0|0|0|0],R_ForeArmTwist,R_Hand_Dummy,
300009,null,3000,1,[0|0|0|0|0|0|0|0|0|0|0],R_ThighTwist,Pelvis_Dummy,
300010,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],L_CalfTwist1,L_Calf,L_CalfTwist
300011,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],L_Elbow,L_Forearm,L_UpperArm
300012,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],L_FootTwist,L_Foot_Dummy1,L_Foot_Dummy2
300013,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],L_ForeArmTwist1,L_Forearm,L_ForeArmTwist
300014,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],L_Hip,L_ThighTwist,Pelvis_Dummy
300015,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],L_Knee,L_Calf,L_Thigh
300016,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],L_Knee_Skirt,L_Calf_Skirt,L_Thigh_Skirt
300017,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],L_Shoulder,L_UpArmTwist,L_Clavicle
300018,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],L_ThighTwist1,L_Thigh,L_ThighTwist
300019,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],L_UpArmTwist1,L_UpperArm,L_UpArmTwist
300020,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],R_CalfTwist1,R_Calf,R_CalfTwist
300021,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],R_Elbow,R_Forearm,R_UpperArm
300022,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],R_FootTwist,R_Foot_Dummy1,R_Foot_Dummy2
300023,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],R_ForeArmTwist1,R_Forearm,R_ForeArmTwist
300024,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],R_Hip,R_ThighTwist,Pelvis_Dummy
300025,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],R_Knee,R_Calf,R_Thigh
300026,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],R_Knee_Skirt,R_Calf_Skirt,R_Thigh_Skirt
300027,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],R_Shoulder,R_UpArmTwist,R_Clavicle
300028,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],R_ThighTwist1,R_Thigh,R_ThighTwist
300029,null,3000,0,[0|0|0|0|0|0|0|0|0|0|0],R_UpArmTwist1,R_UpperArm,R_UpArmTwist
307000,null,3070,1,[0|0|0|0|0|0|0|0|0|0|0],L_CalfTwist,L_Foot,
307001,null,3070,1,[0|0|0|0|0|0|0|0|0|0|0],L_ForeArmTwist,L_Hand,
307002,null,3070,1,[0|0|0|0|0|0|0|0|0|0|0],L_ThighTwist,Pelvis_Dummy,
307003,null,3070,1,[0|0|0|0|0|0|0|0|0|0|0],R_CalfTwist,R_Foot,
307004,null,3070,1,[0|0|0|0|0|0|0|0|0|0|0],R_ForeArmTwist,R_Hand,
307005,null,3070,1,[0|0|0|0|0|0|0|0|0|0|0],R_ThighTwist,Pelvis_Dummy,
307006,null,3070,0,[0|0|0|0|0|0|0|0|0|0|0],L_CalfTwist1,L_Calf,L_CalfTwist
307007,null,3070,0,[0|0|0|0|0|0|0|0|0|0|0],L_Elbow,L_UpperArm,L_Forearm
307008,null,3070,0,[0|0|0|0|0|0|0|0|0|0|0],L_ForeArmTwist1,L_Forearm,L_ForeArmTwist
307009,null,3070,0,[0|0|0|0|0|0|0|0|0|0|0],L_Knee,L_Thigh,L_Calf
307010,null,3070,0,[0|0|0|0|0|0|0|0|0|0|0],L_Shoulder,L_Clavicle,L_UpArmTwist
307011,null,3070,0,[0|0|0|0|0|0|0|0|0|0|0],L_ThighTwist1,L_ThighTwist,L_Thigh
